"ecstasy","joy","serenity","pensiveness","sadness","grief","vigilance","anticipation","interest","distraction","surprise","amazement","rage","anger","annoyance","apprehension","fear","terror","admiration","trust","acceptance","boredom","disgust","loathing","class"
0.93,0,0.32,-0.16,0,0,0.85,0,0.73,-0.01,0,0,0,0,0,-0.65,0,0,0.97,0.43,0.29,-0.2,0,0,"MedoTristeza"
1.63,0.61,0,0,0,0,1.79,0,0,0,-0.53,0,0,0,0,0,0,0,2.62,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DesgostoTristeza"
0,0,0.05,-0.04,0,0,0,0,0.23,-0.03,0,0,0,0,0.03,-0.08,0,0,0,0,0.15,-0.07,0,0,"MedoTristeza"
0,0.66,0,0,0,-0.94,0,0,0,0,0,-1.73,0,0,0,0,0,-1.9,0.95,0,0,0,0,-1.56,"DesgostoMedo"
0,0.47,0,0,-0.52,0,0,0.42,0.08,0,0,0,1.54,0,0,-0.32,0,0,0,0.37,0.08,0,0,-1.55,"NeutroSurpresa"
0,0,0.06,-0.09,0,0,0,0,0.48,-0.05,0,0,0,0,0,-0.3,0,0,0,0,0.4,-0.05,0,0,"NeutroTristeza"
0,0,0,-0.07,0,0,0,0,0.26,0,0,0,0,0,0,-0.12,0,0,0,0,0.06,-0.09,0,0,"MedoSurpresa"
0.86,0,0,0,-0.65,-0.89,0.73,0,0,-0.02,0,0,1.8,0,0.06,0,0,0,0.76,0,0.12,0,-0.64,0,"NeutroSurpresa"
0,0,0.04,-0.04,0,-0.7,0,0,0.11,-0.01,0,0,0,0.52,0,-0.05,0,0,0,0,0.06,-0.19,0,-0.94,"DesgostoSurpresa"
1.44,0,0.18,0,0,0,0,0,0.18,0,-0.51,-0.78,0,0,0.04,0,0,0,0,1.19,0.18,0,0,-0.86,"MedoTristeza"
0,0.65,0,-0.14,0,0,0,0.63,0.5,0,0,0,0,0,0,-0.43,0,-0.71,0,0,0.93,0,0,-0.72,"DesgostoTristeza"
0.96,0,0,-0.03,0,0,0,0.35,0.33,0,0,-0.85,0,0,0,-0.38,0,0,0.95,0.38,0.11,0,0,0,"MedoSurpresa"
2.38,0,0.1,-0.04,0,0,1.84,0,0.58,0,-0.51,0,0,0,0,-0.49,0,0,1.81,0.65,0.62,0,0,-0.86,"Tristeza"
0.93,0,0,0,-0.6,-0.85,0.85,0,0,0,0,0,1.77,0,0,0,0,0,0.97,0,0,0,0,-1.85,"MedoRaiva"
0,0,0.27,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,"MedoTristeza"
2.42,0,0.13,0,0,0,0,0,0.33,0,0,-1.67,0,0,0,-0.08,0,0,0.87,0.66,0.28,0,0,0,"Tristeza"
0.84,0.52,0,0,0,0,0.73,0,0,-0.05,0,-0.67,0,0,0.07,0,0,0,0.91,0.55,0.05,-0.08,0,0,"DesgostoTristeza"
0.96,0,0.06,0,0,-0.99,0.92,0,0.56,-0.11,0,0,0,0,0.11,-0.22,0,-0.8,0.9,0,0.54,-0.11,0,0,"RaivaTristeza"
0.96,0.38,0,-0.04,0,-0.74,0.92,0.39,0,-0.07,0,0,0.73,0.64,0.06,-0.22,0,0,0.9,0,0.2,-0.11,0,-1.67,"AlegriaSurpresa"
0,0,0,-0.08,-0.6,-0.77,0,0,0.69,0,0,0,0.99,0,0,-0.05,-0.45,0,0,0,0.15,-0.05,0,-0.95,"Neutro"
0,1.17,0.29,-0.38,0,-0.98,0,0,0.98,-0.04,0,-0.8,0,0.54,0.02,-0.38,0,0,0.8,0,1.03,-0.24,-0.55,0,"AlegriaTristeza"
0.93,0,0,0,0,-1.44,0,0,0.07,0,0,-0.84,0,0.59,0.04,0,0,-0.74,0.83,0,0.14,0,0,-1.64,"Tristeza"
0.94,0,0.04,0,-0.47,-1.88,0,0.39,0.18,0,0,-0.79,0.91,0,0.04,-0.17,0,-0.73,0,0.57,0.13,-0.17,0,-1.95,"Tristeza"
1,0,0.04,-0.26,-1,0,1,0.41,0.71,-0.02,0,0,0.73,0,0.11,-0.69,0,0,0,0.36,0.28,-0.31,0,-0.93,"Tristeza"
0,0,0.03,0,0,-0.92,0,0,0.16,0,0,0,1.84,0,0,-0.15,0,0,0,0,0.41,0,0,-1.86,"MedoTristeza"
0.93,0.63,0,0,-0.5,-1.63,0.85,0.65,0.07,0,0,0,0.76,0.59,0.26,-0.31,0,0,0.97,0,0.41,0,-0.62,-1.87,"Tristeza"
0,0,0.3,0,0,0,0,0.96,0.27,0,0,0,0.96,0,0,-0.6,0,0,0,0,0.73,0,0,-0.81,"NeutroTristeza"
0,0,0.19,0,0,0,0,0,0.09,-0.07,0,0,0,0,0,-0.14,0,0,0,0,0.06,0,0,0,"AlegriaSurpresa"
0,0,0.06,-0.03,0,-0.96,0,0,0.5,-0.14,0,0,0,0,0.32,-0.22,0,0,0,0,0.31,0,0,-0.95,"Neutro"
0,0.47,0.29,0,0,-0.89,0,0.42,0.52,0,0,0,0,0,0,-0.53,0,0,0,0.37,0.61,0,0,-0.74,"DesgostoTristeza"
0,0.63,0,-0.17,-0.63,-0.82,0,0,0,-0.05,0,-0.97,1.47,0,0,-0.13,0,0,0.68,0,0,-0.13,0,-1.78,"Desgosto"
1.85,0,0.02,0,0,0,0.85,0,0.12,0,0,-0.85,0,0,0,-0.12,0,0,1.75,0,0.3,0,0,0,"SurpresaTristeza"
0,0,0.13,-0.16,0,-0.74,0,0,0.23,-0.01,0,0,0,0.64,0,-0.31,0,0,0.83,0,0.36,-0.2,0,-0.75,"NeutroSurpresa"
0.78,0.66,0,-0.15,0,0,0,0,0.12,0,-0.61,-0.8,0,0,0,-0.22,0,0,1.64,0,0.06,-0.15,0,0,"SurpresaTristeza"
0,0.47,0,0,0,-0.74,0,0.42,0,0,0,0,0,0.64,0,-0.32,0,0,0,0.37,0,0,0,-0.75,"NeutroSurpresa"
1.62,0,0.03,0,-0.57,0,0.77,0,0.23,0,0,0,0.72,0,0,-0.09,0,0,0,0,0.17,0,0,-0.78,"Tristeza"
0.78,0.65,0,0,-0.62,0,0,0,0.5,0,-0.59,-0.8,0,0.66,0,-0.2,0,0,1.72,0,0.33,0,0,-0.96,"DesgostoNeutro"
0.93,0,0.3,0,0,0,0.85,0,0.58,0,0,0,0,0,0,-0.28,0,0,0.97,0.34,0.28,0,0,0,"DesgostoTristeza"
0,0,0.17,-0.14,0,0,0,0,0.4,0,0,0,0,0,0,-0.15,0,0,0,0,0.6,0,0,0,"Desgosto"
0.93,0,0,-0.16,0,-0.7,0.85,0,0,0,0,0,0,1.14,0,0,0,0,0.97,0,0,0,-0.65,-0.94,"MedoTristeza"
0,0,0.06,-0.14,0,0,0,0,0.35,0,0,0,0,0,0.07,-0.12,0,0,0,0.34,0.2,0,0,0,"Neutro"
0,0,0.04,0,-0.52,0,0,0,0.32,-0.13,0,0,0.73,0,0.04,0,0,0,0,0,0.17,0,0,-0.93,"Tristeza"
0.86,0,0.15,-0.03,0,-0.91,0,0,0.18,-0.13,0,-0.79,0,0.65,0.07,-0.09,0,0,0.93,0,0.29,0,0,0,"Tristeza"
1.9,0,0.07,0,0,0,1.65,0,0.39,0,0,0,0,0,0.04,-0.13,0,0,0.97,0,0.48,0,0,0,"DesgostoRaiva"
0,0,0.04,-0.1,-0.45,0,0,0.39,0.84,0,0,0,0,0,0,-0.28,0,0,0,0,0.56,-0.19,0,0,"NeutroSurpresa"
0.92,0,0,0,0,0,0,0,0.31,-0.05,-0.55,0,0,0,0.02,-0.14,0,0,0,0.63,0.33,-0.17,0,0,"DesgostoNeutro"
0,0,0.26,-0.2,0,0,0,0.35,0,-0.04,0,0,0,0,0,-0.24,0,0,0,0,0.32,-0.24,0,0,"Neutro"
0.73,0,0.05,0,0,-1.58,0.77,0,0.31,0,0,0,0.86,0.52,0,-0.31,0,0,0.84,0,0.16,0,0,-1.74,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RaivaSurpresa"
1.52,0,0,0,0,0,0,0,0.15,0,-1.09,0,0,0,0,-0.13,0,0,0.95,0.65,0.26,0,0,0,"MedoTristeza"
0,0,0.16,-0.16,0,0,0,0,0.26,-0.07,0,0,0,0,0,-0.12,0,0,0,0,0.27,-0.21,0,0,"Neutro"
1.78,0,0,-0.22,0,0,0.85,0,0.11,-0.08,-0.55,0,0,0,0,-0.22,0,0,0.97,0.54,0.44,-0.16,0,0,"Raiva"
0.77,0,0,0,0,-0.99,0.81,0,0,-0.07,0,0,0.8,0,0,0,0,0,0.73,0,0,0,-0.57,0,"MedoTristeza"
2.53,0,0.36,-0.06,0,0,0.85,0,0.59,0,0,-0.8,0,0,0.05,-0.1,0,0,2.67,0.35,0.08,0,0,-0.86,"DesgostoRaiva"
0,0.66,0.08,-0.06,0,-0.74,0,0,0.54,0,0,-0.88,0,0.59,0,-0.35,0,0,0,0.63,0.52,0,0,-0.89,"DesgostoTristeza"
1.71,0,0.03,0,-0.88,0,1.85,0,0.15,-0.31,0,0,0.73,0,0.02,-0.26,0,0,0.75,0,0.42,0,0,-0.93,"RaivaTristeza"
0.94,0.66,0,0,0,0,0,0,0.33,0,-0.64,0,0,0,0,-0.28,0,0,0,1,0,0,0,0,"DesgostoMedo"
0,0,0.09,0,0,-0.72,0,0,0.36,0,0,0,0.94,0,0.02,-0.09,0,-0.89,0,0,0,0,0,-0.81,"Alegria"
0,0.61,0.49,0,0,-0.89,0,0.95,0.36,0,0,0,0.94,0,0,-0.83,0,0,0,0.74,0.5,0,0,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NeutroSurpresa"
2.65,0,0.1,0,-0.62,0,0.98,0,0.44,-0.05,0,-1.74,1,0,0,-0.18,0,0,2.5,0,0.54,0,0,-0.68,"Neutro"
0.92,0,0.22,0,-0.44,0,0,0,0.07,-0.21,0,-0.88,0,0,0.03,-0.3,0,0,0.7,0,0.73,0,-0.36,0,"MedoTristeza"
0,0,0.16,-0.08,-0.52,0,0,0,0.61,0,0,0,0.73,0,0,-0.29,0,0,0,0,0.44,0,0,-0.93,"MedoTristeza"
0,0,0.13,0,0,0,0,0,0,-0.13,0,0,0,0,0.03,-0.06,0,0,0,0,0.13,-0.09,0,0,"MedoTristeza"
0,0.47,0,-0.09,0,0,0,0.42,0.47,0,0,0,0,0,0,-0.76,0,0,0,0.37,0.29,-0.15,0,0,"MedoTristeza"
1.81,0,0.1,-0.09,0,0,1.56,0,0.8,-0.03,0,0,0,0,0.14,-0.33,0,0,2.71,0,0.71,0,0,0,"Neutro"
0.86,0,0,-0.09,0,0,0,0,0,-0.15,0,-0.89,0,0,0.04,0,0,0,0.72,0,0.12,-0.16,0,0,"SurpresaTristeza"
0.78,0,0.16,0,0,0,0,0,0.47,0,0,0,0,0,0.03,-0.23,0,0,0,0,0.59,0,0,0,"Neutro"
0,0,0.04,0,-0.34,0,0,0,0,-0.09,0,0,0,0,0.04,-0.08,0,0,0,0,0.34,-0.24,0,0,"Tristeza"
0.69,0,0,0,0,0,0,0,0,0,-0.58,0,0,0,0,0,0,0,0,0.63,0.08,0,0,0,"Neutro"
0,0.56,0,-0.06,0,0,0,0,0.07,0,-0.55,0,0,0,0,-0.1,0,0,0,0.66,0,0,0,0,"RaivaTristeza"
0.82,0,0.11,-0.12,0,0,0.85,0,1.24,0,0,0,0,0,0,-0.52,0,0,0.75,0,1.45,0,0,0,"RaivaSurpresa"
0,0,0.08,-0.09,0,-0.91,0,0,0.58,-0.05,0,0,0,0,0.3,-0.64,0,0,0,0,0.61,-0.17,0,0,"AlegriaNeutro"
0.87,0,0,-0.44,0,0,0.82,0,0.71,-0.05,0,0,0,0,0.04,-0.48,0,0,0.72,0,0.31,-0.27,0,0,"Neutro"
0,0.5,0.13,-0.06,0,0,0,0,0.33,0,0,0,0,0,0.02,-0.11,0,0,0.68,0,0.42,-0.05,0,0,"Neutro"
0,0,0,0,0,-0.7,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,-0.94,"Medo"
0,0,0.12,-0.09,0,0,0,0,0.51,-0.18,0,0,0.73,0,0.03,-0.18,0,0,0,0,0.29,0,0,-0.92,"Raiva"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,"MedoTristeza"
1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Medo"
0,0,0,-0.11,0,-0.99,0,0,0.14,0,0,0,0.96,0,0,-0.31,0,-0.8,0,0,0.05,-0.07,0,-0.81,"SurpresaTristeza"
0.93,0.63,0.07,0,0,0,0.85,0,0.16,-0.06,0,-0.88,0,0,0,-0.1,0,0,1.75,0,0.23,0,0,0,"Surpresa"
0,0,0,-0.07,0,0,0,0,0.26,0,0,0,0,0,0,-0.15,0,0,0,0,0.29,0,0,0,"AlegriaSurpresa"
1.82,0,0,-0.24,0,0,0,0,0.27,-0.05,-1.17,0,0,0,0.02,-0.25,0,0,0,1.07,0.22,-0.17,0,0,"NeutroSurpresa"
0.7,0,0,0,0,0,0,0,0.12,0,0,-0.84,0,0,0,0,0,0,0.92,0,0,0,0,0,"Tristeza"
0,0.61,0.05,-0.14,0,0,0,0,0.25,0,0,-0.74,0,0,0.02,-0.1,0,0,0.72,0,0.28,0,0,0,"Neutro"
0,0.47,0.06,-0.19,-0.52,-1.74,0,0.81,0.49,0,0,0,2.6,0.63,0.01,-0.71,0,0,0,0.37,0.31,-0.2,-0.64,-2.75,"Neutro"
0,0,0,-0.13,0,-0.93,0,0,0.29,0,0,0,0.86,0,0,-0.18,0,0,0,0,0.43,-0.06,0,-0.91,"MedoTristeza"
0.84,0,0.52,0,0,0,0,0,0.94,-0.1,0,-0.94,0,0,0,-0.49,0,0,0.95,0,1.04,0,0,0,"Tristeza"
0,0,0.04,-0.05,0,-0.89,0,0,0.17,0,0,0,0.94,0,0.04,-0.29,0,0,0,0,0.38,-0.05,0,0,"NeutroTristeza"
0.93,0,0.07,0,0,0,0.85,0,0.12,0,0,0,0,0,0,-0.15,0,0,0.97,0,0.25,0,0,0,"Neutro"
0.73,0,0.09,-0.17,-0.66,-0.99,0.77,0,0.72,-0.03,0,0,1.8,0,0,-0.59,0,0,0.84,0,0.84,-0.51,-0.63,-0.67,"RaivaSurpresa"
1.76,0.66,0,-0.1,0,0,0,0,0,-0.05,-0.55,-0.88,0,0,0,-0.11,0,0,0,1.26,0.17,0,0,0,"MedoTristeza"
1.52,0,0,-0.22,0,0,0,0,0.07,0,-1.09,0,0,0,0.02,-0.06,0,0,0.95,0.65,0,0,0,-0.77,"Neutro"
0,0,0,-0.29,0,0,0.71,0,0,0,0,0,0,0,0,-0.24,0,0,0,0,0,-0.13,0,0,"Tristeza"
0.7,0,0.2,0,0,0,0.94,0,0.4,0,0,0,0,0,0,-0.28,0,0,0.72,0.34,0.07,0,0,0,"AlegriaTristeza"
0,0,0,-0.24,0,0,0,0,0.13,-0.06,0,0,0,0,0,-0.34,0,0,0,0,0.18,-0.2,0,0,"NeutroTristeza"
1.67,0,0,-0.1,0,0,0,0,0.28,-0.08,-0.51,-0.73,0,0,0.05,-0.15,0,0,0.78,0.65,0.22,-0.09,0,0,"Neutro"
0.75,0,0.08,0,0,0,0,0,0,0,-0.6,0,0,0,0,0,0,0,0,0.63,0.2,0,0,0,"Tristeza"
0,0,0.04,-0.05,0,-0.7,0,0,0,0,0,0,0.73,0.52,0.03,-0.07,0,0,0.7,0,0.09,-0.05,0,-1.73,"Tristeza"
0,0.57,0.04,0,0,-0.69,0.67,0,0.09,0,0,0,1,0,0,-0.08,-0.34,-0.76,0,0.49,0.14,0,0,-0.84,"MedoTristeza"
0.73,0.59,0.15,0,0,-0.89,0,0.65,0.59,-0.05,-0.57,0,0.93,0,0.08,-0.39,0,0,0,0.62,0.87,-0.11,-0.56,0,"AlegriaSurpresa"
0.78,0,0.12,0,0,0,0,0,0.43,0,0,0,0,0,0.07,-0.15,0,0,0,0,0.57,0,0,0,"Tristeza"
0.84,0,0.05,-0.1,0,0,0,0,0.31,0,0,0,0,0,0,-0.35,0,0,0,0,0.23,-0.15,0,0,"Tristeza"
0.8,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,-0.07,0,0,0.91,0,0.06,0,0,0,"Neutro"
0,0,0,-0.03,0,0,0,0,0.16,-0.01,0,0,0,0,0,-0.18,0,0,0,0,0.23,-0.12,0,-0.86,"Tristeza"
1.72,0,0.03,-0.06,0,0,0.72,0,0.45,-0.04,0,0,0,0,0,-0.2,0,0,0.92,0,0.47,0,0,-0.86,"Tristeza"
0,0.61,0.06,0,0,0,0,0,0.14,-0.06,0,-0.74,0,0,0.08,-0.1,0,0,0.72,0,0.07,-0.12,0,0,"Medo"
0.9,0,0,-0.09,0,0,0,0,0.28,0,-0.51,0,0,0,0,-0.2,0,-0.75,1.81,0,0.33,0,0,-0.75,"Alegria"
0.91,0,0.06,-0.03,0,-0.89,0,0,0.64,0,0,0,0.94,0,0,-0.25,0,0,0.79,0.34,0.49,0,0,0,"DesgostoNeutro"
0.78,0,0.1,-0.18,0,0,0,0,0.07,-0.04,0,-0.82,0,0,0.02,-0.21,0,0,0,0.66,0.07,0,0,0,"AlegriaNeutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0.93,0,0,-0.09,0,0,0.85,0,0,-0.02,0,0,0,0,0.04,-0.09,0,0,0.97,0,0,-0.1,0,0,"DesgostoTristeza"
0,0.47,0.04,-0.03,0,0,0,0.42,0.29,0,0,0,0,0,0,-0.4,0,0,0,0.37,0.19,-0.08,0,0,"AlegriaNeutro"
0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,"DesgostoNeutro"
0,0,0,-0.09,0,0,0,0,0.11,-0.11,0,0,0,0,0.05,0,0,0,0,0,0.2,-0.08,0,0,"DesgostoNeutro"
0,0.58,0.11,-0.06,0,0,0,0,0.46,-0.04,-0.62,0,0,0,0,-0.29,0,0,0,0.6,0.4,0,0,0,"Medo"
0,0.65,0.08,0,0,0,0,0,0.46,-0.27,-0.59,0,0,0,0.09,-0.35,0,0,0.77,0,0.38,0,0,0,"NeutroSurpresa"
0.72,0,0.13,0,-0.52,0,0,0,0.14,-0.03,-0.51,0,0.73,0,0.01,-0.16,0,0,0,0.65,0.43,0,0,-0.93,"AlegriaTristeza"
0,0,0,-0.2,0,-0.89,0,0,0.14,-0.05,0,0,0.94,0,0,-0.28,0,0,0,0,0.19,0,0,0,"Neutro"
0,0,0,-0.24,0,-0.71,0,0,0.46,0,0,0,0,0.6,0.01,-0.25,0,0,0,0,0.32,0,0,-0.86,"Tristeza"
0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,-0.1,0,0,0,0,0.23,0,0,0,"NeutroTristeza"
1.63,0.59,0.07,-0.12,0,-0.91,0.8,0.65,0.46,-0.02,0,-0.7,0.89,0,0.28,-0.51,0,0,2.56,0,0.8,-0.05,0,-0.7,"Tristeza"
0,0,0,-0.03,0,0,0,0,0.41,0,0,0,0,0,0.01,0,0,0,0,0,0.25,0,0,0,"Tristeza"
2.78,0,0.04,0,0,0,0.85,0,0,0,-0.51,-0.93,0,0,0,0,0,0,0.97,1.18,0.07,0,0,0,"AlegriaNeutro"
0.89,0,0.04,-0.03,0,-0.93,0,0,0.37,0,0,0,0.69,0,0.03,-0.18,0,0,0,0,0.43,0,-0.63,0,"Neutro"
0,0.56,0,-0.15,0,0,0,0,0.17,0,0,-0.7,0,0,0,-0.28,0,0,0.88,0,0.17,-0.05,0,0,"Neutro"
0.97,0,0.07,-0.29,0,0,0.8,0,0.64,0,0,0,0,0,0,-0.44,0,0,0.71,0,0.49,-0.13,0,0,"AlegriaNeutro"
0,0,0.19,-0.03,0,-0.78,0,0,0.71,-0.04,0,0,0,0,0.05,-0.12,-0.46,0,0,0.43,0.15,-0.09,0,0,"Surpresa"
0,0.57,0.04,-0.09,0,0,0.67,0,0.19,-0.06,0,0,0,0,0.03,-0.1,-0.34,0,0,0.49,0.31,-0.17,0,0,"RaivaSurpresa"
0,0,0,-0.06,0,0,0,0,0.4,0,0,0,0,0,0.02,-0.11,0,0,0,0,0.33,0,0,0,"DesgostoTristeza"
0,0.47,0.1,-0.26,0,-0.9,0,0.42,0.7,0,0,0,0,0,0.25,-0.86,0,0,0,0.37,1.01,-0.15,0,-0.96,"MedoSurpresa"
0,0,0,-0.26,0,-0.82,0,0,0.17,0,0,0,0.92,0,0,-0.39,0,0,0,0,0.11,-0.09,0,-0.8,"NeutroSurpresa"
0,0,0.17,0,0,0,0,0,0.68,0,0,0,0,0,0.03,-0.39,0,0,0,0,0.89,0,0,0,"Neutro"
1.61,0,0,-0.24,0,-0.67,0,0,0.24,0,0,-0.8,0.94,0,0,-0.35,0,0,0.95,0,0.3,-0.05,0,-0.71,"Neutro"
0,0,0,0,0,-0.91,0,0,0.17,0,0,0,0,0,0.28,-0.19,0,0,0,0,0.31,0,0,0,"MedoTristeza"
0.93,0,0.06,-0.03,0,-0.89,0.85,0,0.27,-0.01,0,0,0,0,0,-0.19,0,-0.8,0.97,0,0.47,-0.12,0,-0.86,"Tristeza"
1.64,0,0.04,-0.05,-0.6,-0.87,0,0,0.26,0,0,-1.65,0.99,0,0.05,-0.05,0,-0.87,0.95,0.63,0.51,0,0,-0.95,"Surpresa"
0.75,0,0.02,-0.14,-0.45,-0.89,0,0.41,0.57,0,-0.6,0,0.94,0,0.02,-0.32,0,0,0,0.63,0.4,-0.18,0,0,"Neutro"
0,0,0,-0.04,-0.52,0,0,0,0.17,-0.06,0,0,0.73,0,0,-0.18,0,0,0,0,0.33,-0.19,0,-0.93,"AlegriaDesgosto"
0,0,0.07,-0.06,0,0,0,0,0.11,0,0,0,0,0,0.03,-0.05,0,0,0,0,0.16,-0.04,0,0,"Tristeza"
1,0,0,-0.15,0,0,0.72,0,0.09,0,0,0,0,0,0,-0.17,0,0,0.77,0,0.17,-0.24,0,0,"Neutro"
0.8,0,0,-0.06,0,0,0,0,0.15,0,-0.58,0,0.73,0,0,-0.09,0,0,0.95,0,0.18,0,0,-0.92,"SurpresaTristeza"
1.93,0,0.04,0,0,0,1.85,0,0.22,0,0,0,0,0,0,-0.17,0,0,0.97,0.36,0,0,0,0,"DesgostoTristeza"
0.72,0.47,0.06,0,0,-0.99,0,0.77,0.18,0,-0.51,0,0,0,0,-0.53,0,-0.8,0,1.02,0.67,0,0,0,"Medo"
0,0,0.07,-0.12,0,0,0,0,0.38,-0.06,0,0,0,0,0.12,-0.2,0,0,0,0,0.71,0,0,-0.98,"Desgosto"
0.95,0,0.13,-0.07,0,-0.73,0,0,0.5,-0.13,0,-0.73,0.92,0,0,-0.23,0,0,0.78,0,0.21,0,-0.55,0,"AlegriaSurpresa"
0,0.65,0,-0.14,0,-0.89,0,0,0.54,0,-0.59,0,0.93,0,0.02,-0.39,0,0,0.77,0,0.43,0,-0.56,0,"DesgostoNeutro"
0,0,0.16,-0.03,0,-0.98,0,0.35,0.16,0,0,0,0,0,0.02,-0.2,0,-0.82,0,0.38,0.15,-0.04,0,-0.95,"Surpresa"
0,0,0.05,-0.29,0,0,0,0,0.32,-0.04,0,0,0.89,0,0.09,-0.26,0,0,0,0,0.32,-0.09,0,-0.7,"Medo"
0.88,0,0.06,-0.04,0,-0.72,0,0,0.34,0,-1.19,0,0,0,0,-0.21,0,-0.89,0,0.92,0.29,0,0,0,"Alegria"
0,0.52,0.04,-0.2,0,0,0,0,0.45,0,-0.55,0,0,0,0,-0.43,0,0,0.69,0,0.53,-0.15,0,0,"DesgostoSurpresa"
2.85,0,0.22,-0.04,0,0,0.85,0,0.52,-0.25,-0.66,0,0,0,0.09,-0.56,0,0,0.97,1.58,0.49,0,0,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SurpresaTristeza"
1,0,0.16,0,0,-0.97,0.72,0.61,0.36,0,0,0,1.66,0,0.05,-0.36,0,0,0.77,0,0.83,0,0,-1.77,"SurpresaTristeza"
0.7,0,0,0,0,-0.77,0.94,0,0,0,0,0,0.76,0,0,0,0,0,0.72,0,0,0,0,-0.86,"Neutro"
0.84,0,0.36,0,-0.63,0,0.83,0,0.69,0,0,0,0.83,0,0,-0.12,0,0,0.89,0,0.46,0,0,-0.79,"Medo"
0.72,0,0,0,0,0,0,0,0,-0.05,-0.51,0,0,0,0,0,0,0,0,0.65,0.05,0,0,0,"Desgosto"
0,0,0,-0.03,0,0,0,0,0.1,0,0,0,0,0,0,-0.16,0,0,0.77,0,0,-0.15,0,0,"MedoTristeza"
0.96,0,0.03,0,-0.39,-0.89,0.75,0,0.25,-0.13,0,-0.93,0.94,0,0,-0.12,0,0,0,0.58,0.28,0,-0.38,0,"MedoTristeza"
0,0,0.15,0,0,-0.78,0,0,0.36,0,0,0,0,0.58,0,0,0,0,0,0,0.34,0,0,-0.87,"Alegria"
0,0.65,0,0,-0.65,0,0,0.64,0.31,0,0,0,0.88,0,0,-0.24,-0.34,0,0,0,0.69,0,0,-0.98,"NeutroSurpresa"
1.54,0,0.08,0,0,0,0,0,0.14,0,0,0,0,0,0,-0.05,0,0,0.75,0,0.17,0,0,0,"NeutroSurpresa"
0,0,0.1,-0.3,0,0,0,0,0.17,-0.01,0,0,0.73,0,0.02,-0.2,0,0,0,0,0,-0.14,0,-0.92,"RaivaSurpresa"
0,0,0.2,-0.24,0,0,0,0,0.41,0,0,0,0,0,0,-0.26,0,0,0,0,0.4,0,0,0,"MedoTristeza"
1.69,0,0.04,0,-0.52,0,0.85,0,0.07,0,-0.59,0,0.73,0,0,0,-0.6,0,1.68,0,0,0,0,-0.93,"MedoSurpresa"
0.91,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0.66,0.07,-0.13,0,-0.77,0,0,0.43,-0.06,0,-0.82,0.76,0,0,-0.21,0,0,0.91,0,0.37,-0.19,0,-0.86,"MedoTristeza"
0.72,0,0.09,-0.06,0,-0.99,0,0,0.27,-0.05,-0.51,0,0,0,0.04,-0.18,0,-0.8,0,0.65,0.27,-0.08,0,0,"Desgosto"
1.49,0.65,0,-0.17,0,-0.74,0.81,0,0.15,0,-1.1,0,0,1.27,0,0,0,0,1.5,0.65,0,-0.08,-0.64,-0.75,"MedoTristeza"
0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.03,-0.13,0,0,0,0,0.42,0,0,0,"Desgosto"
0,0,0.12,0,-0.65,0,0,0,0.42,0,0,0,0.88,0,0,-0.39,0,0,0,0.38,0.18,0,0,-0.98,"AlegriaSurpresa"
0.69,0,0.38,-0.15,0,-0.99,0,0.35,0.19,0,-0.54,0,0,0,0,-0.62,0,-0.8,0.76,0,0.5,-0.15,0,0,"AlegriaDesgosto"
0,0,0,-0.17,0,0,0,0,0.45,0,0,0,1.66,0,0,-0.24,0,0,0,0,0.39,0,0,-0.68,"Desgosto"
1.65,0,0,-0.06,0,-0.7,1.72,0,0.07,-0.05,0,0,0,0.52,0,-0.1,0,-0.94,1.72,0,0.12,0,0,-1.71,"DesgostoTristeza"
0.88,0,0.07,0,-0.62,0,0.94,0,0.48,0,-0.59,0,0,0.66,0,-0.05,0,0,0,0.53,0.35,0,0,-0.96,"Tristeza"
0,0.38,0,-0.1,0,0,0,0.39,0.39,0,0,0,0.73,0,0,-0.48,0,0,0,0.39,0.31,0,0,-0.92,"Neutro"
